Truck Index,Carrier Index,First Hub,First Edge,Start Time - 1min
386,836,47,298,"11/20/2021, 08:54:00"
240,608,79,299,"11/20/2021, 08:04:00"
99,846,79,299,"11/20/2021, 08:07:20"
952,782,79,299,"11/20/2021, 08:19:00"
836,840,79,299,"11/20/2021, 08:20:40"
853,344,79,299,"11/20/2021, 08:32:20"
912,710,79,299,"11/20/2021, 08:39:00"
118,169,79,299,"11/20/2021, 08:40:40"
887,826,79,299,"11/20/2021, 08:40:40"
720,832,79,299,"11/20/2021, 08:55:40"
814,830,79,299,"11/20/2021, 08:57:20"
95,855,77,304,"11/20/2021, 08:44:00"
420,536,21,305,"11/20/2021, 08:05:40"
458,838,21,305,"11/20/2021, 08:14:00"
520,843,21,305,"11/20/2021, 08:52:20"
367,29,21,305,"11/20/2021, 08:54:00"
37,853,62,307,"11/20/2021, 08:17:20"
339,852,2,308,"11/20/2021, 08:02:20"
675,854,2,308,"11/20/2021, 08:04:00"
423,840,2,308,"11/20/2021, 08:20:40"
920,826,2,308,"11/20/2021, 08:22:20"
135,648,2,308,"11/20/2021, 08:24:00"
109,595,2,308,"11/20/2021, 08:27:20"
5,735,2,308,"11/20/2021, 08:32:20"
983,725,2,308,"11/20/2021, 08:34:00"
147,853,2,308,"11/20/2021, 08:39:00"
172,817,2,308,"11/20/2021, 08:40:40"
260,767,2,308,"11/20/2021, 08:45:40"
198,852,2,308,"11/20/2021, 08:47:20"
261,855,2,308,"11/20/2021, 08:47:20"
715,838,2,308,"11/20/2021, 08:49:00"
238,565,2,308,"11/20/2021, 08:59:00"
330,499,25,309,"11/20/2021, 08:07:20"
687,660,25,309,"11/20/2021, 08:24:00"
890,740,25,309,"11/20/2021, 08:27:20"
74,851,25,309,"11/20/2021, 08:45:40"
699,461,25,309,"11/20/2021, 08:47:20"
496,784,25,309,"11/20/2021, 08:55:40"
567,829,25,309,"11/20/2021, 08:57:20"
440,696,2,310,"11/20/2021, 07:59:00"
805,853,2,310,"11/20/2021, 08:22:20"
170,768,2,310,"11/20/2021, 08:32:20"
859,764,2,310,"11/20/2021, 08:52:20"
895,266,97,311,"11/20/2021, 08:25:40"
901,840,97,311,"11/20/2021, 08:25:40"
82,596,35,312,"11/20/2021, 07:59:00"
606,841,35,312,"11/20/2021, 07:59:00"
395,165,35,312,"11/20/2021, 08:22:20"
705,846,35,312,"11/20/2021, 08:30:40"
633,615,35,312,"11/20/2021, 08:32:20"
150,805,35,312,"11/20/2021, 08:39:00"
932,721,35,312,"11/20/2021, 08:49:00"
143,671,35,312,"11/20/2021, 08:54:00"
641,817,35,312,"11/20/2021, 08:55:40"
362,398,35,312,"11/20/2021, 08:57:20"
279,450,35,312,"11/20/2021, 08:59:00"
812,852,35,312,"11/20/2021, 08:59:00"
572,436,17,314,"11/20/2021, 08:12:20"
325,854,17,314,"11/20/2021, 08:22:20"
874,778,17,314,"11/20/2021, 08:27:20"
575,846,17,314,"11/20/2021, 08:44:00"
369,553,28,315,"11/20/2021, 08:27:20"
844,231,79,316,"11/20/2021, 08:39:00"
384,825,99,317,"11/20/2021, 08:50:40"
213,380,16,319,"11/20/2021, 08:44:00"
925,696,47,321,"11/20/2021, 08:09:00"
903,852,71,322,"11/20/2021, 08:40:40"
62,686,69,323,"11/20/2021, 08:02:20"
340,850,69,323,"11/20/2021, 08:15:40"
90,853,69,323,"11/20/2021, 08:25:40"
365,836,69,323,"11/20/2021, 08:30:40"
943,725,69,323,"11/20/2021, 08:42:20"
299,692,69,323,"11/20/2021, 08:52:20"
483,588,27,324,"11/20/2021, 08:39:00"
447,745,62,327,"11/20/2021, 08:22:20"
888,850,2,328,"11/20/2021, 08:39:00"
525,852,97,329,"11/20/2021, 08:09:00"
972,780,35,330,"11/20/2021, 08:04:00"
732,553,35,330,"11/20/2021, 08:09:00"
106,847,35,330,"11/20/2021, 08:17:20"
508,393,35,330,"11/20/2021, 08:17:20"
215,756,35,330,"11/20/2021, 08:19:00"
157,855,35,330,"11/20/2021, 08:25:40"
389,478,35,330,"11/20/2021, 08:34:00"
573,639,35,330,"11/20/2021, 08:34:00"
639,815,35,330,"11/20/2021, 08:37:20"
884,411,35,330,"11/20/2021, 08:47:20"
841,853,35,330,"11/20/2021, 08:57:20"
181,703,35,330,"11/20/2021, 08:59:00"
998,515,32,331,"11/20/2021, 08:32:20"
527,506,35,333,"11/20/2021, 08:09:00"
681,755,35,333,"11/20/2021, 08:14:00"
275,855,35,333,"11/20/2021, 08:25:40"
547,792,35,333,"11/20/2021, 08:29:00"
252,855,35,333,"11/20/2021, 08:40:40"
216,759,35,333,"11/20/2021, 08:44:00"
114,852,35,333,"11/20/2021, 08:49:00"
514,852,35,333,"11/20/2021, 08:52:20"
967,616,35,333,"11/20/2021, 08:52:20"
582,776,35,333,"11/20/2021, 08:54:00"
434,816,35,333,"11/20/2021, 08:55:40"
249,850,59,334,"11/20/2021, 08:27:20"
631,850,64,336,"11/20/2021, 08:37:20"
913,846,1,337,"11/20/2021, 08:52:20"
475,834,98,338,"11/20/2021, 08:42:20"
834,852,98,338,"11/20/2021, 08:49:00"
153,798,68,344,"11/20/2021, 08:25:40"
816,854,80,345,"11/20/2021, 08:29:00"
719,505,19,346,"11/20/2021, 08:57:20"
205,658,39,347,"11/20/2021, 08:49:00"
791,796,81,348,"11/20/2021, 08:00:40"
605,829,81,348,"11/20/2021, 08:10:40"
934,855,81,348,"11/20/2021, 08:17:20"
782,854,81,348,"11/20/2021, 08:29:00"
130,61,81,348,"11/20/2021, 08:42:20"
959,590,81,348,"11/20/2021, 08:50:40"
391,855,10,349,"11/20/2021, 08:00:40"
296,470,10,349,"11/20/2021, 08:19:00"
867,854,85,350,"11/20/2021, 08:22:20"
688,741,85,350,"11/20/2021, 08:27:20"
628,676,32,351,"11/20/2021, 08:14:00"
777,855,32,351,"11/20/2021, 08:22:20"
368,408,32,351,"11/20/2021, 08:24:00"
101,422,32,351,"11/20/2021, 08:35:40"
488,847,32,351,"11/20/2021, 08:40:40"
77,588,32,351,"11/20/2021, 08:50:40"
612,823,32,351,"11/20/2021, 08:54:00"
63,786,51,352,"11/20/2021, 08:49:00"
209,844,1,353,"11/20/2021, 07:59:00"
173,852,89,355,"11/20/2021, 08:44:00"
689,696,4,357,"11/20/2021, 08:47:20"
636,272,4,357,"11/20/2021, 08:57:20"
741,853,42,359,"11/20/2021, 08:34:00"
793,66,61,360,"11/20/2021, 08:10:40"
50,411,61,360,"11/20/2021, 08:30:40"
969,786,62,361,"11/20/2021, 08:00:40"
992,706,62,361,"11/20/2021, 08:02:20"
624,293,62,361,"11/20/2021, 08:09:00"
160,443,62,361,"11/20/2021, 08:14:00"
833,813,62,361,"11/20/2021, 08:35:40"
222,830,93,362,"11/20/2021, 07:59:00"
356,846,25,363,"11/20/2021, 07:59:00"
927,746,25,363,"11/20/2021, 08:37:20"
183,788,19,364,"11/20/2021, 08:05:40"
686,429,19,364,"11/20/2021, 08:15:40"
807,734,19,364,"11/20/2021, 08:20:40"
928,850,19,364,"11/20/2021, 08:27:20"
154,849,19,364,"11/20/2021, 08:32:20"
376,299,19,364,"11/20/2021, 08:44:00"
938,850,19,364,"11/20/2021, 08:49:00"
107,846,19,364,"11/20/2021, 08:50:40"
241,802,19,364,"11/20/2021, 08:50:40"
674,855,19,364,"11/20/2021, 08:50:40"
955,852,19,364,"11/20/2021, 08:54:00"
931,331,41,365,"11/20/2021, 08:22:20"
155,632,24,366,"11/20/2021, 08:52:20"
939,848,72,367,"11/20/2021, 08:29:00"
264,855,10,370,"11/20/2021, 08:10:40"
277,623,10,370,"11/20/2021, 08:12:20"
521,688,96,371,"11/20/2021, 08:04:00"
92,782,36,372,"11/20/2021, 08:02:20"
876,852,36,372,"11/20/2021, 08:05:40"
212,363,36,372,"11/20/2021, 08:29:00"
481,401,36,372,"11/20/2021, 08:44:00"
944,855,38,375,"11/20/2021, 08:09:00"
59,140,38,375,"11/20/2021, 08:45:40"
126,772,50,376,"11/20/2021, 08:05:40"
846,224,50,376,"11/20/2021, 08:15:40"
81,842,50,376,"11/20/2021, 08:57:20"
26,855,50,376,"11/20/2021, 08:59:00"
799,500,80,377,"11/20/2021, 08:07:20"
166,829,80,377,"11/20/2021, 08:20:40"
227,788,80,377,"11/20/2021, 08:30:40"
224,840,80,377,"11/20/2021, 08:42:20"
380,854,58,378,"11/20/2021, 08:07:20"
426,827,58,378,"11/20/2021, 08:17:20"
730,764,58,378,"11/20/2021, 08:25:40"
700,385,58,378,"11/20/2021, 08:37:20"
571,852,49,379,"11/20/2021, 08:32:20"
654,855,18,380,"11/20/2021, 08:49:00"
980,825,18,380,"11/20/2021, 08:54:00"
195,739,91,381,"11/20/2021, 08:07:20"
201,825,91,381,"11/20/2021, 08:22:20"
611,490,91,381,"11/20/2021, 08:29:00"
56,738,19,382,"11/20/2021, 08:22:20"
898,823,19,382,"11/20/2021, 08:32:20"
142,794,24,383,"11/20/2021, 07:59:00"
9,199,24,383,"11/20/2021, 08:14:00"
569,786,24,383,"11/20/2021, 08:24:00"
344,154,24,384,"11/20/2021, 08:20:40"
578,847,1,386,"11/20/2021, 08:24:00"
10,726,1,386,"11/20/2021, 08:59:00"
67,851,70,389,"11/20/2021, 08:15:40"
914,439,17,391,"11/20/2021, 08:07:20"
584,809,17,391,"11/20/2021, 08:10:40"
632,810,17,391,"11/20/2021, 08:27:20"
438,851,17,391,"11/20/2021, 08:29:00"
623,307,17,391,"11/20/2021, 08:29:00"
813,792,17,391,"11/20/2021, 08:32:20"
171,854,46,392,"11/20/2021, 08:35:40"
826,811,46,392,"11/20/2021, 08:47:20"
706,855,26,394,"11/20/2021, 08:25:40"
436,836,90,395,"11/20/2021, 07:59:00"
487,846,90,395,"11/20/2021, 08:49:00"
505,834,90,395,"11/20/2021, 08:49:00"
178,374,12,396,"11/20/2021, 08:52:20"
829,558,8,397,"11/20/2021, 08:22:20"
355,838,8,397,"11/20/2021, 08:35:40"
446,830,31,398,"11/20/2021, 08:19:00"
57,782,31,398,"11/20/2021, 08:25:40"
822,833,31,398,"11/20/2021, 08:37:20"
70,819,31,398,"11/20/2021, 08:52:20"
342,790,13,400,"11/20/2021, 08:14:00"
770,826,13,400,"11/20/2021, 08:29:00"
311,855,56,401,"11/20/2021, 08:22:20"
780,848,56,401,"11/20/2021, 08:44:00"
769,780,28,402,"11/20/2021, 08:44:00"
774,67,28,402,"11/20/2021, 08:54:00"
909,492,37,405,"11/20/2021, 08:44:00"
480,844,50,406,"11/20/2021, 08:27:20"
869,853,27,407,"11/20/2021, 08:00:40"
987,717,27,407,"11/20/2021, 08:05:40"
176,804,27,407,"11/20/2021, 08:22:20"
598,846,27,407,"11/20/2021, 08:30:40"
941,801,27,407,"11/20/2021, 08:54:00"
637,795,19,408,"11/20/2021, 08:37:20"
6,853,19,408,"11/20/2021, 08:47:20"
280,762,61,410,"11/20/2021, 08:22:20"
486,855,61,410,"11/20/2021, 08:24:00"
695,805,61,410,"11/20/2021, 08:24:00"
835,788,61,410,"11/20/2021, 08:30:40"
319,845,61,410,"11/20/2021, 08:57:20"
713,849,50,411,"11/20/2021, 08:54:00"
899,833,50,411,"11/20/2021, 08:59:00"
358,844,62,412,"11/20/2021, 08:15:40"
728,529,62,412,"11/20/2021, 08:22:20"
429,756,62,412,"11/20/2021, 08:37:20"
517,855,62,412,"11/20/2021, 08:42:20"
377,829,20,413,"11/20/2021, 08:09:00"
28,840,20,413,"11/20/2021, 08:22:20"
287,827,31,414,"11/20/2021, 08:30:40"
194,843,24,416,"11/20/2021, 08:20:40"
54,820,53,417,"11/20/2021, 08:39:00"
790,845,53,417,"11/20/2021, 08:52:20"
105,26,1,418,"11/20/2021, 08:09:00"
128,825,1,418,"11/20/2021, 08:19:00"
489,469,1,418,"11/20/2021, 08:20:40"
963,817,1,418,"11/20/2021, 08:40:40"
347,855,1,418,"11/20/2021, 08:42:20"
831,850,1,418,"11/20/2021, 08:49:00"
76,820,64,419,"11/20/2021, 08:12:20"
679,704,64,419,"11/20/2021, 08:24:00"
710,572,64,419,"11/20/2021, 08:29:00"
589,852,57,420,"11/20/2021, 08:20:40"
167,192,57,420,"11/20/2021, 08:57:20"
495,771,68,423,"11/20/2021, 08:09:00"
672,830,80,424,"11/20/2021, 08:24:00"
305,716,80,424,"11/20/2021, 08:37:20"
783,511,46,425,"11/20/2021, 08:12:20"
924,840,46,425,"11/20/2021, 08:40:40"
246,830,49,426,"11/20/2021, 08:44:00"
94,833,18,427,"11/20/2021, 08:25:40"
995,813,7,428,"11/20/2021, 08:25:40"
379,844,27,429,"11/20/2021, 08:00:40"
974,844,27,429,"11/20/2021, 08:22:20"
607,833,27,429,"11/20/2021, 08:40:40"
11,831,27,429,"11/20/2021, 08:42:20"
894,393,27,429,"11/20/2021, 08:57:20"
916,850,27,429,"11/20/2021, 08:59:00"
184,797,90,430,"11/20/2021, 08:49:00"
467,852,91,431,"11/20/2021, 07:59:00"
388,855,91,431,"11/20/2021, 08:12:20"
484,784,91,431,"11/20/2021, 08:14:00"
765,842,91,431,"11/20/2021, 08:47:20"
47,855,48,432,"11/20/2021, 08:04:00"
646,498,19,433,"11/20/2021, 08:04:00"
629,855,19,433,"11/20/2021, 08:49:00"
534,855,60,434,"11/20/2021, 08:45:40"
191,839,23,435,"11/20/2021, 08:24:00"
513,849,23,435,"11/20/2021, 08:32:20"
8,678,23,435,"11/20/2021, 08:44:00"
449,833,52,436,"11/20/2021, 08:29:00"
306,819,12,438,"11/20/2021, 08:04:00"
341,705,12,438,"11/20/2021, 08:09:00"
989,732,12,438,"11/20/2021, 08:22:20"
315,264,12,438,"11/20/2021, 08:50:40"
278,200,12,438,"11/20/2021, 08:55:40"
75,721,23,439,"11/20/2021, 08:54:00"
587,847,1,441,"11/20/2021, 08:00:40"
882,404,85,443,"11/20/2021, 08:15:40"
40,353,1,444,"11/20/2021, 08:04:00"
444,852,38,445,"11/20/2021, 08:37:20"
102,69,76,446,"11/20/2021, 08:35:40"
230,844,76,446,"11/20/2021, 08:40:40"
691,853,49,447,"11/20/2021, 08:27:20"
581,817,49,447,"11/20/2021, 08:30:40"
740,579,49,447,"11/20/2021, 08:37:20"
608,855,37,448,"11/20/2021, 08:09:00"
146,852,37,448,"11/20/2021, 08:29:00"
422,512,22,449,"11/20/2021, 07:59:00"
696,835,92,450,"11/20/2021, 08:25:40"
546,90,26,451,"11/20/2021, 08:07:20"
48,724,26,451,"11/20/2021, 08:22:20"
545,479,26,451,"11/20/2021, 08:34:00"
462,838,26,451,"11/20/2021, 08:57:20"
498,759,50,452,"11/20/2021, 08:14:00"
251,729,7,453,"11/20/2021, 07:59:00"
988,816,7,453,"11/20/2021, 07:59:00"
58,151,7,453,"11/20/2021, 08:00:40"
665,845,7,453,"11/20/2021, 08:00:40"
245,530,7,453,"11/20/2021, 08:07:20"
263,262,7,453,"11/20/2021, 08:09:00"
947,693,7,453,"11/20/2021, 08:09:00"
283,379,7,453,"11/20/2021, 08:14:00"
309,824,7,453,"11/20/2021, 08:19:00"
324,421,7,453,"11/20/2021, 08:22:20"
402,853,7,453,"11/20/2021, 08:27:20"
565,823,7,453,"11/20/2021, 08:29:00"
17,836,7,453,"11/20/2021, 08:32:20"
168,692,7,453,"11/20/2021, 08:32:20"
71,841,7,453,"11/20/2021, 08:34:00"
83,841,7,453,"11/20/2021, 08:34:00"
297,628,7,453,"11/20/2021, 08:34:00"
501,821,7,453,"11/20/2021, 08:37:20"
684,663,7,453,"11/20/2021, 08:37:20"
718,803,7,453,"11/20/2021, 08:37:20"
845,105,7,453,"11/20/2021, 08:37:20"
132,737,7,453,"11/20/2021, 08:40:40"
659,850,7,453,"11/20/2021, 08:40:40"
984,841,7,453,"11/20/2021, 08:40:40"
795,297,7,453,"11/20/2021, 08:44:00"
535,174,7,453,"11/20/2021, 08:45:40"
463,817,7,453,"11/20/2021, 08:47:20"
917,845,7,453,"11/20/2021, 08:49:00"
881,415,7,453,"11/20/2021, 08:50:40"
794,378,7,453,"11/20/2021, 08:54:00"
123,855,7,453,"11/20/2021, 08:55:40"
897,366,7,453,"11/20/2021, 08:55:40"
873,841,7,453,"11/20/2021, 08:59:00"
88,831,18,454,"11/20/2021, 08:10:40"
86,239,18,454,"11/20/2021, 08:14:00"
868,854,18,454,"11/20/2021, 08:45:40"
32,828,15,455,"11/20/2021, 08:09:00"
590,788,15,455,"11/20/2021, 08:10:40"
815,332,15,455,"11/20/2021, 08:17:20"
522,855,15,455,"11/20/2021, 08:25:40"
158,817,15,456,"11/20/2021, 08:37:20"
15,855,19,458,"11/20/2021, 08:25:40"
219,854,48,460,"11/20/2021, 08:24:00"
284,449,33,461,"11/20/2021, 08:12:20"
111,725,33,461,"11/20/2021, 08:27:20"
996,854,33,461,"11/20/2021, 08:39:00"
408,349,33,461,"11/20/2021, 08:47:20"
716,838,33,461,"11/20/2021, 08:50:40"
509,835,33,461,"11/20/2021, 08:54:00"
499,844,4,462,"11/20/2021, 08:19:00"
503,779,84,463,"11/20/2021, 08:09:00"
274,844,84,463,"11/20/2021, 08:10:40"
393,853,84,463,"11/20/2021, 08:29:00"
660,683,84,463,"11/20/2021, 08:32:20"
516,476,84,463,"11/20/2021, 08:57:20"
322,753,10,466,"11/20/2021, 08:09:00"
169,846,10,466,"11/20/2021, 08:29:00"
619,855,10,466,"11/20/2021, 08:42:20"
879,353,37,467,"11/20/2021, 08:00:40"
652,503,37,467,"11/20/2021, 08:05:40"
683,853,49,470,"11/20/2021, 08:25:40"
7,785,18,471,"11/20/2021, 08:47:20"
320,609,38,473,"11/20/2021, 08:12:20"
427,579,27,474,"11/20/2021, 08:49:00"
724,522,70,475,"11/20/2021, 08:32:20"
98,836,70,475,"11/20/2021, 08:47:20"
638,851,0,476,"11/20/2021, 08:54:00"
0,854,0,476,"11/20/2021, 08:59:00"
473,854,82,477,"11/20/2021, 08:20:40"
137,791,82,477,"11/20/2021, 08:32:20"
802,853,40,479,"11/20/2021, 08:05:40"
827,855,21,480,"11/20/2021, 08:07:20"
951,854,21,480,"11/20/2021, 08:12:20"
595,855,21,480,"11/20/2021, 08:17:20"
857,710,21,480,"11/20/2021, 08:25:40"
350,831,21,480,"11/20/2021, 08:35:40"
785,100,21,480,"11/20/2021, 08:37:20"
180,852,0,481,"11/20/2021, 08:12:20"
352,427,0,481,"11/20/2021, 08:40:40"
775,810,33,482,"11/20/2021, 08:04:00"
906,763,33,482,"11/20/2021, 08:04:00"
877,625,33,482,"11/20/2021, 08:07:20"
878,634,33,482,"11/20/2021, 08:09:00"
208,783,33,482,"11/20/2021, 08:14:00"
990,848,33,482,"11/20/2021, 08:15:40"
104,777,33,482,"11/20/2021, 08:25:40"
149,847,33,482,"11/20/2021, 08:32:20"
206,840,33,482,"11/20/2021, 08:40:40"
862,495,33,482,"11/20/2021, 08:40:40"
697,59,33,482,"11/20/2021, 08:45:40"
701,847,33,482,"11/20/2021, 08:45:40"
512,853,33,482,"11/20/2021, 08:47:20"
412,769,33,482,"11/20/2021, 08:49:00"
13,468,33,482,"11/20/2021, 08:52:20"
506,427,33,482,"11/20/2021, 08:57:20"
276,839,44,483,"11/20/2021, 08:52:20"
858,854,22,484,"11/20/2021, 08:49:00"
42,837,56,486,"11/20/2021, 08:05:40"
490,779,56,486,"11/20/2021, 08:25:40"
828,827,56,486,"11/20/2021, 08:25:40"
936,829,56,486,"11/20/2021, 08:32:20"
808,423,73,487,"11/20/2021, 08:05:40"
810,854,54,488,"11/20/2021, 08:04:00"
930,742,44,489,"11/20/2021, 08:25:40"
127,850,34,490,"11/20/2021, 08:22:20"
433,735,34,490,"11/20/2021, 08:22:20"
23,41,34,490,"11/20/2021, 08:50:40"
476,791,34,490,"11/20/2021, 08:55:40"
921,836,15,491,"11/20/2021, 07:59:00"
248,710,15,491,"11/20/2021, 08:27:20"
33,744,57,492,"11/20/2021, 08:44:00"
182,573,57,492,"11/20/2021, 08:59:00"
2,822,7,493,"11/20/2021, 08:07:20"
177,855,7,493,"11/20/2021, 08:09:00"
